tick,coins left,player input,player coins,e1 coins,e2 coins,e3 coins,player pos,e1 pos,e2 pos,e3 pos,
1,5.0,d,0,0,0,0,(365.0, 225.0),0,0,0,0,(1071.0201856020437, 225.6024395224901),(360.2472675150586, 674.9631384211303),(1079.775977851142, 674.8890311898729),
2,4.0,d,0,1,0,0,(370.0, 225.0),0,1,0,0,(1079.5065901438697, 228.59926083055575),(360.49453503011716, 674.9262768422607),(1079.551955702284, 674.7780623797457),
3,4.0,d,0,1,0,0,(375.0, 225.0),0,1,0,0,(1087.9929946856957, 231.5960821386214),(360.74180254517574, 674.889415263391),(1079.327933553426, 674.6670935696186),
4,4.0,d,0,1,0,0,(380.0, 225.0),0,1,0,0,(1096.4793992275218, 234.59290344668705),(360.9890700602343, 674.8525536845214),(1079.103911404568, 674.5561247594915),
5,4.0,d,0,1,0,0,(385.0, 225.0),0,1,0,0,(1104.9658037693478, 237.5897247547527),(361.2363375752929, 674.8156921056517),(1078.87988925571, 674.4451559493643),
6,4.0,d,0,1,0,0,(390.0, 225.0),0,1,0,0,(1113.4522083111738, 240.58654606281834),(361.4836050903515, 674.778830526782),(1078.655867106852, 674.3341871392372),
7,4.0,d,0,1,0,0,(395.0, 225.0),0,1,0,0,(1121.9386128529998, 243.583367370884),(361.73087260541007, 674.7419689479124),(1078.431844957994, 674.2232183291101),
8,4.0,d,0,1,0,0,(400.0, 225.0),0,1,0,0,(1130.4250173948258, 246.58018867894964),(361.97814012046865, 674.7051073690427),(1078.207822809136, 674.1122495189829),
9,4.0,d,0,1,0,0,(405.0, 225.0),0,1,0,0,(1138.9114219366518, 249.5770099870153),(362.22540763552723, 674.668245790173),(1077.983800660278, 674.0012807088558),
10,4.0,sd,0,1,0,0,(410.0, 230.0),0,1,0,0,(1147.3978264784778, 252.57383129508094),(362.4726751505858, 674.6313842113034),(1077.7597785114199, 673.8903118987287),
11,4.0,sd,0,1,0,0,(415.0, 235.0),0,1,0,0,(1155.8842310203038, 255.57065260314658),(362.7199426656444, 674.5945226324337),(1077.5357563625619, 673.7793430886015),
12,4.0,sd,0,1,0,0,(420.0, 240.0),0,1,0,0,(1164.3706355621298, 258.56747391121223),(362.967210180703, 674.5576610535641),(1077.3117342137039, 673.6683742784744),
13,4.0,sd,0,1,0,0,(425.0, 245.0),0,1,0,0,(1172.8570401039558, 261.5642952192779),(363.21447769576156, 674.5207994746944),(1077.0877120648458, 673.5574054683473),
