tick,coins left,player input,player coins,e1 coins,e2 coins,e3 coins,player pos,e1 pos,e2 pos,e3 pos,
1,20,,0,0,0,0,(360, 225),0,0,0,0,(1080.7073174213288, 227.1359311939959),(361.35780134589714, 673.205877511127),(1079.342840341631, 672.8481075344217),
2,20,,0,0,0,0,(360, 225),0,0,0,0,(1081.4146348426575, 229.2718623879918),(362.7156026917943, 671.411755022254),(1078.685680683262, 670.6962150688435),
3,20,,0,0,0,0,(360, 225),0,0,0,0,(1082.1219522639863, 231.4077935819877),(364.07340403769143, 669.6176325333811),(1078.028521024893, 668.5443226032652),
4,20,,0,0,0,0,(360, 225),0,0,0,0,(1082.829269685315, 233.5437247759836),(365.4312053835886, 667.8235100445081),(1077.371361366524, 666.3924301376869),
5,20,,0,0,0,0,(360, 225),0,0,0,0,(1083.5365871066438, 235.6796559699795),(366.7890067294857, 666.0293875556351),(1076.714201708155, 664.2405376721086),
6,20,,0,0,0,0,(360, 225),0,0,0,0,(1084.2439045279725, 237.8155871639754),(368.14680807538286, 664.2352650667622),(1076.057042049786, 662.0886452065304),
7,20,,0,0,0,0,(360, 225),0,0,0,0,(1084.9512219493013, 239.9515183579713),(369.50460942128, 662.4411425778892),(1075.3998823914171, 659.9367527409521),
8,20,,0,0,0,0,(360, 225),0,0,0,0,(1085.65853937063, 242.0874495519672),(370.86241076717715, 660.6470200890162),(1074.7427227330481, 657.7848602753738),
9,20,d,0,0,0,0,(362, 225),0,0,0,0,(1086.3658567919588, 244.2233807459631),(372.2202121130743, 658.8528976001433),(1074.0855630746792, 655.6329678097956),
10,20,d,0,0,0,0,(364, 225),0,0,0,0,(1087.0731742132875, 246.359311939959),(373.57801345897144, 657.0587751112703),(1073.4284034163102, 653.4810753442173),
11,20,d,0,0,0,0,(366, 225),0,0,0,0,(1087.7804916346163, 248.49524313395492),(374.9358148048686, 655.2646526223973),(1072.7712437579412, 651.329182878639),
12,20,d,0,0,0,0,(368, 225),0,0,0,0,(1088.487809055945, 250.63117432795082),(376.29361615076573, 653.4705301335243),(1072.1140840995722, 649.1772904130607),
13,20,d,0,0,0,0,(370, 225),0,0,0,0,(1089.1951264772738, 252.76710552194672),(377.6514174966629, 651.6764076446514),(1071.4569244412032, 647.0253979474825),
14,20,d,0,0,0,0,(372, 225),0,0,0,0,(1089.9024438986025, 254.90303671594262),(379.00921884256, 649.8822851557784),(1070.7997647828342, 644.8735054819042),
15,20,sd,0,0,0,0,(374, 227),0,0,0,0,(1090.6097613199313, 257.0389679099385),(380.36702018845716, 648.0881626669054),(1070.1426051244653, 642.7216130163259),
16,20,sd,0,0,0,0,(376, 229),0,0,0,0,(1091.31707874126, 259.17489910393437),(381.7248215343543, 646.2940401780324),(1069.4854454660963, 640.5697205507477),
17,20,sd,0,0,0,0,(378, 231),0,0,0,0,(1092.0243961625888, 261.31083029793024),(383.08262288025145, 644.4999176891595),(1068.8282858077273, 638.4178280851694),
18,20,sd,0,0,0,0,(380, 233),0,0,0,0,(1092.7317135839176, 263.4467614919261),(384.4404242261486, 642.7057952002865),(1068.1711261493583, 636.2659356195911),
19,20,sd,0,0,0,0,(382, 235),0,0,0,0,(1093.4390310052463, 265.582692685922),(385.79822557204574, 640.9116727114135),(1067.5139664909893, 634.1140431540128),
20,20,sd,0,0,0,0,(384, 237),0,0,0,0,(1094.146348426575, 267.71862387991786),(387.1560269179429, 639.1175502225406),(1066.8568068326204, 631.9621506884346),
21,20,sd,0,0,0,0,(386, 239),0,0,0,0,(1094.8536658479038, 269.85455507391373),(388.51382826384, 637.3234277336676),(1066.1996471742514, 629.8102582228563),
22,20,sd,0,0,0,0,(388, 241),0,0,0,0,(1095.5609832692326, 271.9904862679096),(389.87162960973717, 635.5293052447946),(1065.5424875158824, 627.658365757278),
23,20,sd,0,0,0,0,(390, 243),0,0,0,0,(1096.2683006905613, 274.1264174619055),(391.2294309556343, 633.7351827559216),(1064.8853278575134, 625.5064732916998),
24,20,sd,0,0,0,0,(392, 245),0,0,0,0,(1096.97561811189, 276.26234865590135),(392.58723230153146, 631.9410602670487),(1064.2281681991444, 623.3545808261215),
25,20,sd,0,0,0,0,(394, 247),0,0,0,0,(1097.6829355332188, 278.3982798498972),(393.9450336474286, 630.1469377781757),(1063.5710085407754, 621.2026883605432),
26,20,sd,0,0,0,0,(396, 249),0,0,0,0,(1098.3902529545476, 280.5342110438931),(395.30283499332575, 628.3528152893027),(1062.9138488824065, 619.050795894965),
27,20,sd,0,0,0,0,(398, 251),0,0,0,0,(1099.0975703758763, 282.67014223788897),(396.6606363392229, 626.5586928004298),(1062.2566892240375, 616.8989034293867),
28,20,sd,0,0,0,0,(400, 253),0,0,0,0,(1099.804887797205, 284.80607343188484),(398.01843768512003, 624.7645703115568),(1061.5995295656685, 614.7470109638084),
29,20,sd,0,0,0,0,(402, 255),0,0,0,0,(1100.5122052185338, 286.9420046258807),(399.3762390310172, 622.9704478226838),(1060.9423699072995, 612.5951184982301),
30,20,sd,0,0,0,0,(404, 257),0,0,0,0,(1101.2195226398626, 289.0779358198766),(400.7340403769143, 621.1763253338108),(1060.2852102489305, 610.4432260326519),
31,20,sd,0,0,0,0,(406, 259),0,0,0,0,(1101.9268400611913, 291.21386701387246),(402.09184172281147, 619.3822028449379),(1059.6280505905615, 608.2913335670736),
32,20,sd,0,0,0,0,(408, 261),0,0,0,0,(1102.63415748252, 293.34979820786833),(403.4496430687086, 617.5880803560649),(1058.9708909321926, 606.1394411014953),
