tick,coins left,player input,player coins,e1 coins,e2 coins,e3 coins,player pos,e1 pos,e2 pos,e3 pos,
1,2,,0,0,0,0,(360, 225),0,0,0,0,(1077.889795157136, 225.78072755885321),(360.89144705928715, 672.9341292052773),(1078.4740349812269, 673.346539761143),
2,2,,0,0,0,0,(360, 225),0,0,0,0,(1075.779590314272, 226.56145511770643),(361.7828941185743, 670.8682584105545),(1076.9480699624537, 671.6930795222861),
3,2,,0,0,0,0,(360, 225),0,0,0,0,(1073.6693854714078, 227.34218267655964),(362.67434117786144, 668.8023876158318),(1075.4221049436806, 670.0396192834291),
4,2,,0,0,0,0,(360, 225),0,0,0,0,(1071.5591806285438, 228.12291023541286),(363.5657882371486, 666.736516821109),(1073.8961399249074, 668.3861590445722),
5,2,,0,0,0,0,(360, 225),0,0,0,0,(1069.4489757856797, 228.90363779426607),(364.4572352964357, 664.6706460263863),(1072.3701749061343, 666.7326988057152),
6,2,,0,0,0,0,(360, 225),0,0,0,0,(1067.3387709428157, 229.6843653531193),(365.3486823557229, 662.6047752316636),(1070.844209887361, 665.0792385668583),
7,2,,0,0,0,0,(360, 225),0,0,0,0,(1065.2285660999516, 230.4650929119725),(366.24012941501, 660.5389044369408),(1069.318244868588, 663.4257783280013),
8,2,,0,0,0,0,(360, 225),0,0,0,0,(1063.1183612570876, 231.24582047082572),(367.13157647429716, 658.4730336422181),(1067.7922798498148, 661.7723180891444),
9,2,,0,0,0,0,(360, 225),0,0,0,0,(1061.0081564142235, 232.02654802967893),(368.0230235335843, 656.4071628474953),(1066.2663148310417, 660.1188578502874),
10,2,,0,0,0,0,(360, 225),0,0,0,0,(1058.8979515713595, 232.80727558853215),(368.91447059287145, 654.3412920527726),(1064.7403498122685, 658.4653976114305),
11,2,,0,0,0,0,(360, 225),0,0,0,0,(1056.7877467284954, 233.58800314738536),(369.8059176521586, 652.2754212580498),(1063.2143847934954, 656.8119373725735),
12,2,,0,0,0,0,(360, 225),0,0,0,0,(1054.6775418856314, 234.36873070623858),(370.69736471144574, 650.2095504633271),(1061.6884197747222, 655.1584771337166),
